      No     Day     Mon    Year  Qobs_0000000045  Qsim_0000000045
    2263      11       5    1999      192.4970000      133.7349046
    2264      12       5    1999      184.1960000      129.0847285
    2265      13       5    1999      174.3450000      136.2199797
    2266      14       5    1999      189.1670000      167.9648508
    2267      15       5    1999      305.2120000      243.8855945
    2268      16       5    1999      286.8940000      236.1360732
    2269      17       5    1999      233.4330000      206.5680998
    2270      18       5    1999      199.1960000      180.3697806
    2271      19       5    1999      175.9790000      158.9350633
    2272      20       5    1999      180.8990000      184.0268062
    2273      21       5    1999      277.8230000      269.6352409
    2274      22       5    1999      274.2120000      277.7959379
    2275      23       5    1999      261.6520000      245.5521220
    2276      24       5    1999      214.4530000      213.2012288
    2277      25       5    1999      182.5460000      186.3945791
    2278      26       5    1999      172.7150000      163.9993141
    2279      27       5    1999      164.6170000      145.2175915
    2280      28       5    1999      155.0150000      130.1882041
    2281      29       5    1999      142.4150000      120.9999431
    2282      30       5    1999      134.6610000      115.0863612
    2283      31       5    1999      128.5260000      110.2591367
    2284       1       6    1999      128.5260000      105.9091300
    2285       2       6    1999      123.9650000      101.9255620
    2286       3       6    1999      113.4620000       98.2768721
    2287       4       6    1999      113.4620000       96.0656517
    2288       5       6    1999      113.4620000       95.1454265
    2289       6       6    1999      107.5480000       91.3716354
    2290       7       6    1999      103.1560000       91.3182470
    2291       8       6    1999      107.5480000      104.7596670
    2292       9       6    1999      130.0540000      105.5267434
    2293      10       6    1999      110.4970000       94.5885554
    2294      11       6    1999      110.4970000      124.7136816
    2295      12       6    1999      226.4900000      181.1748189
    2296      13       6    1999      240.4220000      192.2938572
    2297      14       6    1999      182.5460000      177.7684035
    2298      15       6    1999      145.5430000      165.5077951
    2299      16       6    1999      163.0080000      169.9934818
    2300      17       6    1999      147.1130000      155.8543268
    2301      18       6    1999      136.2040000      142.4913678
    2302      19       6    1999      127.0020000      139.3829191
    2303      20       6    1999      117.9390000      131.4539907
    2304      21       6    1999      123.9650000      154.9439531
    2305      22       6    1999      236.9220000      214.5176124
    2306      23       6    1999      179.2560000      195.8516039
    2307      24       6    1999      150.2630000      169.8119039
    2308      25       6    1999      134.6610000      149.4717545
    2309      26       6    1999      110.4970000      133.0564975
    2310      27       6    1999      106.0800000      120.3278763
    2311      28       6    1999      104.6160000      112.5541361
    2312      29       6    1999       94.9130000      107.4458044
    2313      30       6    1999       92.1910000      106.2392654
    2314       1       7    1999      100.5080000      103.3875107
    2315       2       7    1999       92.1910000       97.7637910
    2316       3       7    1999       89.5180000       93.8806635
    2317       4       7    1999       84.3180000       90.5024441
    2318       5       7    1999       76.8800000       87.4020370
    2319       6       7    1999       78.0900000       84.7065910
    2320       7       7    1999       85.6000000       95.4739798
    2321       8       7    1999       86.8940000       97.1341477
    2322       9       7    1999       78.0900000      114.9300448
    2323      10       7    1999      119.4400000      193.7238471
    2324      11       7    1999      243.9330000      239.4233655
    2325      12       7    1999      221.3130000      219.3895263
    2326      13       7    1999      167.8460000      191.4759958
    2327      14       7    1999      130.0540000      177.4818406
